Timestamp,Year Won,Category Won,Who Won?,What Show Was It? (Might Be Same as Last)
12/3/2021 13:23:18,2005,Best Performance by an Actress in a Leading Role in a Play,Cherry Jones,Doubt
12/3/2021 13:24:27,2005,Best Performance by an Actor in a Featured Role in a Musical,Dan Fogler,The 25th Annual Putnam County Spelling Bee
12/3/2021 13:24:56,2005,Best Performance by an Actor in a Featured Role in a Play,Liev Schreiber,Glengarry Glen Ross
12/3/2021 13:25:21,2005,Best Performance by an Actress in a Featured Role in a Musical,Sara Ramirez,Monty Python's Spamalot
12/3/2021 13:25:43,2005,Best Performance by an Actress in a Featured Role in a Play,Adriane Lenox,Doubt
12/3/2021 13:26:02,2005,Best Book of a Musical,Rachel Sheinkin,The 25th Annual Putnam County Spelling Bee
12/3/2021 13:26:23,2005,Best Choreography,Jerry Mitchell,La Cage aux Folles
12/3/2021 13:26:46,2005,Best Costume Design of a Musical,Catherine Zuber,The Light in the Piazza
12/3/2021 13:27:16,2005,Best Costume Design of a Play,Jess Goldstein,The Rivals
12/3/2021 13:28:08,2005,Best Direction of a Musical,Mike Nichols,Monty Python's Spamalot
12/3/2021 13:28:26,2005,Best Direction of a Play,Doug Hughes,Doubt
12/3/2021 13:28:49,2005,Best Lighting Design of a Musical,Christopher Akerlind,The Light in the Piazza
12/3/2021 13:29:23,2005,Best Lighting Design of a Play,Brian MacDevitt,The Pillowman
12/3/2021 13:29:41,2005,Best Musical,Monty Python's Spamalot,Monty Python's Spamalot
12/3/2021 13:30:12,2005,Best Orchestrations,Ted Sperling,The Light in the Piazza
12/3/2021 13:30:12,2005,Best Orchestrations,Adam Guettel,The Light in the Piazza
12/3/2021 13:30:12,2005,Best Orchestrations,Bruce Coughlin,The Light in the Piazza
12/3/2021 13:30:29,2005,Best Original Score,Adam Guettel,The Light in the Piazza
12/3/2021 13:30:45,2005,Best Play,Doubt,Doubt
12/3/2021 13:31:29,2005,Best Revival of a Musical,La Cage aux Folles,La Cage aux Folles
12/3/2021 13:31:51,2005,Best Revival of a Play,Glengarry Glen Ross,Glengarry Glen Ross
12/3/2021 13:32:13,2005,Best Scenic Design of a Musical,Michael Yeargan,The Light in the Piazza
12/3/2021 13:32:52,2005,Best Scenic Design of a Play,Scott Pask,The Pillowman
12/3/2021 13:33:37,2006,Best Performance by an Actor in a Leading Role in a Musical,John Lloyd Young,Jersey Boys
12/3/2021 13:33:55,2006,Best Performance by an Actor in a Leading Role in a Play,Richard Griffiths,The History Boys
12/3/2021 13:34:25,2006,Best Performance by an Actress in a Leading Role in a Musical,LaChanze,The Color Purple
12/3/2021 13:34:40,2006,Best Performance by an Actress in a Leading Role in a Play,Cynthia Nixon,Rabbit Hole
12/3/2021 13:35:23,2006,Best Performance by an Actor in a Featured Role in a Musical,Christian Hoff,Jersey Boys
12/3/2021 13:35:43,2006,Best Performance by an Actor in a Featured Role in a Play,Ian McDiarmid,Faith Healer
12/3/2021 13:36:06,2006,Best Performance by an Actress in a Featured Role in a Musical,Beth Leavel,The Drowsy Chaperone
12/3/2021 13:36:42,2006,Best Performance by an Actress in a Featured Role in a Play,Frances de la Tour,The History Boys
12/3/2021 13:37:22,2006,Best Book of a Musical,Bob Martin,The Drowsy Chaperone
12/3/2021 13:37:22,2006,Best Book of a Musical,Don McKellar,The Drowsy Chaperone
12/3/2021 13:38:21,2006,Best Choreography,Kathleen Marshall,The Pajama Game
12/3/2021 13:38:49,2006,Best Costume Design of a Musical,Gregg Barnes,The Drowsy Chaperone
12/3/2021 13:39:06,2006,Best Costume Design of a Play,Catherine Zuber,Awake and Sing!
12/3/2021 13:39:38,2006,Best Direction of a Musical,John Doyle,Sweeney Todd
12/3/2021 13:40:02,2006,Best Direction of a Play,Nicholas Hytner,The History Boys
12/3/2021 13:40:21,2006,Best Lighting Design of a Musical,Howell Binkley,Jersey Boys
12/3/2021 13:40:47,2006,Best Lighting Design of a Play,Mark Henderson,The History Boys
12/3/2021 13:41:04,2006,Best Musical,Jersey Boys,Jersey Boys
12/3/2021 13:41:23,2006,Best Orchestrations,Sarah Travis,Sweeney Todd
12/3/2021 13:41:55,2006,Best Original Score,Lisa Lambert,The Drowsy Chaperone
12/3/2021 13:41:55,2006,Best Original Score,Greg Morrison,The Drowsy Chaperone
12/3/2021 13:42:14,2006,Best Play,The History Boys,The History Boys
12/3/2021 13:42:34,2006,Best Revival of a Musical,The Pajama Game,The Pajama Game
12/3/2021 13:42:52,2006,Best Revival of a Play,Awake and Sing!,Awake and Sing!
12/3/2021 13:43:24,2006,Best Scenic Design of a Musical,David Gallo,The Drowsy Chaperone
12/3/2021 13:43:49,2006,Best Scenic Design of a Play,Bob Crowley,The History Boys
12/3/2021 14:02:18,2007,Best Performance by an Actor in a Leading Role in a Musical,David Hyde Pierce,Curtains
12/3/2021 14:02:40,2007,Best Performance by an Actor in a Leading Role in a Play,Frank Langella,Frost/Nixon
12/3/2021 14:03:01,2007,Best Performance by an Actress in a Leading Role in a Musical,Christine Ebersole,Grey Gardens
12/3/2021 14:03:20,2007,Best Performance by an Actress in a Leading Role in a Play,Julie White,The Little Dog Laughed
12/3/2021 14:03:41,2007,Best Performance by an Actor in a Featured Role in a Musical,John Gallagher Jr.,Spring Awakening
12/3/2021 14:03:57,2007,Best Performance by an Actor in a Featured Role in a Play,Billy Crudup,The Coast of Utopia
12/3/2021 14:04:20,2007,Best Performance by an Actress in a Featured Role in a Musical,Mary Louise Wilson,Grey Gardens
12/3/2021 14:04:50,2007,Best Performance by an Actress in a Featured Role in a Play,Jennifer Ehle,The Coast of Utopia
12/3/2021 14:05:13,2007,Best Book of a Musical,Steven Sater,Spring Awakening
12/3/2021 14:05:50,2007,Best Choreography,Bill T. Jones,Spring Awakening
12/3/2021 14:06:12,2007,Best Costume Design of a Musical,William Ivey Long,Grey Gardens
12/3/2021 14:06:46,2007,Best Costume Design of a Play,Catherine Zuber,The Coast of Utopia
12/3/2021 14:07:07,2007,Best Direction of a Musical,Michael Mayer,Spring Awakening
12/3/2021 14:07:36,2007,Best Direction of a Play,Jack O'Brien,The Coast of Utopia
12/3/2021 14:07:57,2007,Best Lighting Design of a Musical,Kevin Adams,Spring Awakening
12/3/2021 14:08:28,2007,Best Lighting Design of a Play,Brian MacDevitt,The Coast of Utopia
12/3/2021 14:08:28,2007,Best Lighting Design of a Play,Kenneth Posner,The Coast of Utopia
12/3/2021 14:08:28,2007,Best Lighting Design of a Play,Natasha Katz,The Coast of Utopia
12/3/2021 14:09:03,2007,Best Musical,Spring Awakening,Spring Awakening
12/3/2021 14:09:23,2007,Best Orchestrations,Duncan Sheik,Spring Awakening
12/3/2021 14:09:48,2007,Best Original Score,Steven Sater,Spring Awakening
12/3/2021 14:09:48,2007,Best Original Score,Duncan Sheik,Spring Awakening
12/3/2021 14:10:07,2007,Best Play,The Coast of Utopia,The Coast of Utopia
12/3/2021 14:10:22,2007,Best Revival of a Musical,Company,Company
12/3/2021 14:10:46,2007,Best Revival of a Play,Journey's End,Journey's End
12/3/2021 14:12:07,2007,Best Scenic Design of a Musical,Bob Crowley,Mary Poppins
12/3/2021 14:12:32,2007,Best Scenic Design of a Play,Scott Pask,The Coast of Utopia
12/3/2021 14:12:32,2007,Best Scenic Design of a Play,Bob Crowley,The Coast of Utopia
12/3/2021 14:13:55,2008,Best Performance by an Actor in a Leading Role in a Musical,Paulo Szot,Rodgers & Hammerstein's South Pacific
12/3/2021 14:14:12,2008,Best Performance by an Actor in a Leading Role in a Play,Mark Rylance,Boeing-Boeing
12/3/2021 14:14:40,2008,Best Performance by an Actress in a Leading Role in a Musical,Patti LuPone,Gypsy
12/3/2021 14:15:01,2008,Best Performance by an Actress in a Leading Role in a Play,Deanna Dunagan,August: Osage County
12/3/2021 14:15:32,2008,Best Performance by an Actor in a Featured Role in a Musical,Boyd Gaines,Gypsy
12/3/2021 14:15:51,2008,Best Performance by an Actor in a Featured Role in a Play,Jim Norton,The Seafarer
12/3/2021 14:16:24,2008,Best Performance by an Actress in a Featured Role in a Musical,Laura Benanti,Gypsy
12/3/2021 14:16:44,2008,Best Performance by an Actress in a Featured Role in a Play,Rondi Reed,August: Osage County
12/3/2021 14:18:14,2008,Best Book of a Musical,Stew,Passing Strange
12/3/2021 14:18:41,2008,Best Choreography,Andy Blankenbuehler,In The Heights
12/3/2021 14:19:28,2008,Best Costume Design of a Musical,Catherine Zuber,Rodgers & Hammerstein's South Pacific
12/3/2021 14:19:52,2008,Best Costume Design of a Play,Katrina Lindsay,Les Liaisons Dangereuses
12/3/2021 14:20:08,2008,Best Direction of a Musical,Bartlett Sher,Rodgers & Hammerstein's South Pacific
12/3/2021 14:21:10,2008,Best Direction of a Play,Anna D. Shapiro,August: Osage County
12/3/2021 14:21:35,2008,Best Lighting Design of a Musical,Donald Holder,Rodgers & Hammerstein's South Pacific
12/3/2021 14:21:52,2008,Best Lighting Design of a Play,Kevin Adams,The 39 Steps
12/3/2021 14:22:07,2008,Best Musical,In the Heights,In the Heights
12/3/2021 14:22:33,2008,Best Orchestrations,Bill Sherman,In the Heights
12/3/2021 14:22:33,2008,Best Orchestrations,Alex Lacamoire,In the Heights
12/3/2021 14:22:53,2008,Best Original Score,Lin-Manuel Miranda,In the Heights
12/3/2021 14:23:12,2008,Best Play,August: Osage County,August: Osage County
12/3/2021 14:23:27,2008,Best Revival of a Musical,Rodgers & Hammerstein's South Pacific,Rodgers & Hammerstein's South Pacific
12/3/2021 14:23:42,2008,Best Revival of a Play,Boeing-Boeing,Boeing-Boeing
12/3/2021 14:24:08,2008,Best Scenic Design of a Musical,Michael Yeargan,Rodgers & Hammerstein's South Pacific
12/3/2021 14:24:31,2008,Best Scenic Design of a Play,Todd Rosenthal,August: Osage County
12/3/2021 14:25:21,2008,Best Sound Design of a Musical,Scott Lehrer,Rodgers & Hammerstein's South Pacific
12/3/2021 14:25:38,2008,Best Sound Design of a Play,Mic Pool,The 39 Steps
12/3/2021 14:30:45,2009,Best Performance by an Actor in a Leading Role in a Musical,David Alvarez,"Billy Elliot, The Musical"
12/3/2021 14:30:45,2009,Best Performance by an Actor in a Leading Role in a Musical,Trent Kowalik,"Billy Elliot, The Musical"
12/3/2021 14:30:45,2009,Best Performance by an Actor in a Leading Role in a Musical,Kiril Kulish,"Billy Elliot, The Musical"
12/3/2021 14:31:03,2009,Best Performance by an Actor in a Leading Role in a Play,Geoffrey Rush,Exit the King
12/3/2021 14:31:20,2009,Best Performance by an Actress in a Leading Role in a Musical,Alice Ripley,Next to Normal
12/3/2021 14:31:37,2009,Best Performance by an Actress in a Leading Role in a Play,Marcia Gay Harden,God of Carnage
12/3/2021 14:32:02,2009,Best Performance by an Actor in a Featured Role in a Musical,Gregory Jbara,"Billy Elliot, The Musical"
12/3/2021 14:32:21,2009,Best Performance by an Actor in a Featured Role in a Play,Roger Robinson,Joe Turner's Come and Gone
12/3/2021 14:32:40,2009,Best Performance by an Actress in a Featured Role in a Musical,Karen Olivo,West Side Story
12/3/2021 14:32:55,2009,Best Performance by an Actress in a Featured Role in a Play,Angela Lansbury,Blithe Spirit
12/3/2021 14:33:23,2009,Best Book of a Musical,Lee Hall,"Billy Elliot, The Musical"
12/3/2021 14:33:42,2009,Best Choreography,Peter Darling,"Billy Elliot, The Musical"
12/3/2021 14:33:56,2009,Best Costume Design of a Musical,Tim Hatley,Shrek The Musical
12/3/2021 14:34:13,2009,Best Costume Design of a Play,Anthony Ward,Mary Stuart
12/3/2021 14:34:35,2009,Best Direction of a Musical,Stephen Daldry,"Billy Elliot, The Musical"
12/3/2021 14:34:54,2009,Best Direction of a Play,Matthew Warchus,God of Carnage
12/3/2021 14:35:12,2009,Best Lighting Design of a Musical,Rick Fisher,"Billy Elliot, The Musical"
12/3/2021 14:35:38,2009,Best Lighting Design of a Play,Brian MacDevitt,Joe Turner's Come and Gone
12/3/2021 14:35:54,2009,Best Musical,"Billy Elliot, The Musical","Billy Elliot, The Musical"
12/3/2021 14:36:07,2009,Best Orchestrations,Martin Koch,"Billy Elliot, The Musical"
12/3/2021 14:36:31,2009,Best Orchestrations,Michael Starobin,Next to Normal
12/3/2021 14:36:31,2009,Best Orchestrations,Tom Kitt,Next to Normal
12/3/2021 14:36:52,2009,Best Original Score,Tom Kitt,Next to Normal
12/3/2021 14:36:52,2009,Best Original Score,Brian Yorkey,Next to Normal
12/3/2021 14:37:06,2009,Best Play,God of Carnage,God of Carnage
12/3/2021 14:37:19,2009,Best Revival of a Musical,Hair,Hair
12/3/2021 14:37:38,2009,Best Revival of a Play,The Norman Conquests,The Norman Conquests
12/3/2021 14:37:59,2009,Best Scenic Design of a Musical,Ian MacNeil,"Billy Elliot, The Musical"
12/3/2021 14:38:16,2009,Best Scenic Design of a Play,Derek McLane,33 Variations
12/3/2021 14:38:33,2009,Best Sound Design of a Musical,Paul Arditti,"Billy Elliot, The Musical"
12/3/2021 14:38:48,2009,Best Sound Design of a Play,Gregory Clarke,Equus
12/6/2021 20:10:23,2010,Best Performance by an Actor in a Leading Role in a Musical,Douglas Hodge,La Cage aux Folles
12/6/2021 20:11:34,2010,Best Performance by an Actor in a Leading Role in a Play,Denzel Washington,Fences
12/6/2021 20:11:57,2010,Best Performance by an Actress in a Leading Role in a Musical,Catherine Zeta-Jones,A Little Night Music
12/6/2021 20:12:10,2010,Best Performance by an Actress in a Leading Role in a Play,Viola Davis,Fences
12/6/2021 20:12:30,2010,Best Performance by an Actor in a Featured Role in a Musical,Levi Kreis,Million Dollar Quartet
12/6/2021 20:12:48,2010,Best Performance by an Actor in a Featured Role in a Play,Eddie Redmayne,Red
12/6/2021 20:13:09,2010,Best Performance by an Actress in a Featured Role in a Musical,Katie Finneran,"Promises, Promises"
12/6/2021 20:13:31,2010,Best Performance by an Actress in a Featured Role in a Play,Scarlett Johansson,A View from the Bridge
12/6/2021 20:13:49,2010,Best Book of a Musical,Joe DiPietro,Memphis
12/6/2021 20:14:14,2010,Best Choreography,Bill T. Jones,Fela!
12/6/2021 20:14:40,2010,Best Costume Design of a Musical,Marina Draghici,Fela!
12/6/2021 20:14:58,2010,Best Costume Design of a Play,Catherine Zuber,The Royal Family
12/6/2021 20:15:49,2010,Best Direction of a Musical,Terry Johnson,La Cage aux Folles
12/6/2021 20:16:25,2010,Best Direction of a Play,Michael Grandage,Red
12/6/2021 20:16:51,2010,Best Lighting Design of a Musical,Kevin Adams,American Idiot
12/6/2021 20:17:07,2010,Best Lighting Design of a Play,Neil Austin,Red
12/6/2021 20:17:22,2010,Best Musical,Memphis,Memphis
12/6/2021 20:17:45,2010,Best Orchestrations,David Bryan,Memphis
12/6/2021 20:17:45,2010,Best Orchestrations,Daryl Waters,Memphis
12/6/2021 20:18:27,2010,Best Original Score,David Bryan,Memphis
12/6/2021 20:18:27,2010,Best Original Score,Joe DiPietro,Memphis
12/6/2021 20:18:45,2010,Best Play,Red,Red
12/6/2021 20:30:03,2010,Best Revival of a Musical,La Cage aux Folles,La Cage aux Folles
12/6/2021 20:30:12,2010,Best Revival of a Play,Fences,Fences
12/6/2021 20:30:35,2010,Best Scenic Design of a Musical,Christine Jones,American Idiot
12/6/2021 20:30:56,2010,Best Scenic Design of a Play,Christopher Oram,Red
12/6/2021 20:32:20,2010,Best Sound Design of a Musical,Robert Kaplowitz,Fela!
12/6/2021 20:32:45,2010,Best Sound Design of a Play,Adam Cork,Red
12/7/2021 10:10:27,2011,Best Performance by an Actor in a Leading Role in a Musical,Norbert Leo Butz,Catch Me If You Can
12/7/2021 10:10:40,2011,Best Performance by an Actor in a Leading Role in a Play,Mark Rylance,Jerusalem
12/7/2021 10:11:02,2011,Best Performance by an Actress in a Leading Role in a Musical,Sutton Foster,Anything Goes
12/7/2021 10:11:14,2011,Best Performance by an Actress in a Leading Role in a Play,Frances McDormand,Good People
12/7/2021 10:11:32,2011,Best Performance by an Actor in a Featured Role in a Musical,John Larroquette,How to Succeed in Business Without Really Trying
12/7/2021 10:11:57,2011,Best Performance by an Actor in a Featured Role in a Play,John Benjamin Hickey,The Normal Heart
12/7/2021 10:12:22,2011,Best Performance by an Actress in a Featured Role in a Musical,Nikki M. James,The Book of Mormon
12/7/2021 10:12:42,2011,Best Performance by an Actress in a Featured Role in a Play,Ellen Barkin,The Normal Heart
12/7/2021 10:13:08,2011,Best Book of a Musical,Matt Stone,The Book of Mormon
12/7/2021 10:13:08,2011,Best Book of a Musical,Trey Parker,The Book of Mormon
12/7/2021 10:13:08,2011,Best Book of a Musical,Robert Lopez,The Book of Mormon
12/7/2021 10:13:30,2011,Best Choreography,Kathleen Marshall,Anything Goes
12/7/2021 10:13:57,2011,Best Costume Design of a Musical,Tim Chappel,Priscilla Queen of the Desert
12/7/2021 10:13:57,2011,Best Costume Design of a Musical,Lizzy Gardiner,Priscilla Queen of the Desert
12/7/2021 10:14:26,2011,Best Costume Design of a Play,Desmond Heeley,The Importance of Being Earnest
12/7/2021 10:14:52,2011,Best Direction of a Musical,Trey Parker,The Book of Mormon
12/7/2021 10:14:52,2011,Best Direction of a Musical,Casey Nicholaw,The Book of Mormon
12/7/2021 10:15:16,2011,Best Direction of a Play,Marianne Elliott,War Horse
12/7/2021 10:15:16,2011,Best Direction of a Play,Tom Morris,War Horse
12/7/2021 10:15:35,2011,Best Lighting Design of a Musical,Brian MacDevitt,The Book of Mormon
12/7/2021 10:15:51,2011,Best Lighting Design of a Play,Paule Constable,War Horse
12/7/2021 10:16:02,2011,Best Musical,The Book of Mormon,The Book of Mormon
12/7/2021 10:16:19,2011,Best Orchestrations,Stephen Oremus,The Book of Mormon
12/7/2021 10:16:19,2011,Best Orchestrations,Larry Hochman,The Book of Mormon
12/7/2021 10:16:31,2011,Best Play,War Horse,War Horse
12/7/2021 10:16:48,2011,Best Revival of a Musical,Anything Goes,Anything Goes
12/7/2021 10:17:08,2011,Best Revival of a Play,The Normal Heart,The Normal Heart
12/7/2021 10:17:22,2011,Best Scenic Design of a Musical,Scott Pask,The Book of Mormon
12/7/2021 10:17:45,2011,Best Scenic Design of a Play,Rae Smith,War Horse
12/7/2021 10:18:01,2011,Best Sound Design of a Musical,Brian Ronan,The Book of Mormon
12/7/2021 10:18:18,2011,Best Sound Design of a Play,Christopher Shutt,War Horse
12/7/2021 11:01:42,2012,Best Performance by an Actor in a Leading Role in a Musical,Steve Kazee,Once
12/7/2021 11:02:11,2012,Best Performance by an Actor in a Leading Role in a Play,James Corden,"One Man, Two Guvnors"
12/7/2021 11:02:39,2012,Best Performance by an Actress in a Leading Role in a Musical,Audra McDonald,The Gershwins' Porgy and Bess
12/7/2021 11:02:56,2012,Best Performance by an Actress in a Leading Role in a Play,Nina Arianda,Venus in Fur
12/7/2021 11:03:21,2012,Best Performance by an Actor in a Featured Role in a Musical,Michael McGrath,Nice Work If You Can Get It
12/7/2021 11:03:41,2012,Best Performance by an Actor in a Featured Role in a Play,Christian Borle,Peter and the Starcatcher
12/7/2021 11:04:02,2012,Best Performance by an Actress in a Featured Role in a Musical,Judy Kaye,Nice Work If You Can Get It
12/7/2021 11:04:19,2012,Best Performance by an Actress in a Featured Role in a Play,Judith Light,Other Desert Cities
12/7/2021 11:04:32,2012,Best Book of a Musical,Enda Walsh,Once
12/7/2021 11:04:50,2012,Best Choreography,Christopher Gattelli,Newsies
12/7/2021 11:05:07,2012,Best Costume Design of a Musical,Gregg Barnes,Follies
12/7/2021 11:05:25,2012,Best Costume Design of a Play,Paloma Young,Peter and the Starcatcher
12/7/2021 11:05:43,2012,Best Direction of a Musical,John Tiffany,Once
12/7/2021 11:06:05,2012,Best Direction of a Play,Mike Nichols,Arthur Miller's Death of a Salesman
12/7/2021 11:06:23,2012,Best Lighting Design of a Musical,Natasha Katz,Once
12/7/2021 11:06:49,2012,Best Lighting Design of a Play,Jeff Croiter,Peter and the Starcatcher
12/7/2021 11:07:57,2012,Best Musical,Once,Once
12/7/2021 11:08:11,2012,Best Orchestrations,Martin Lowe,Once
12/7/2021 11:08:32,2012,Best Original Score,Jack Feldman,Newsies
12/7/2021 11:08:32,2012,Best Original Score,Alan Menken,Newsies
12/7/2021 11:08:59,2012,Best Play,Clybourne Park,Clybourne Park
12/7/2021 11:12:12,2012,Best Revival of a Musical,The Gershwins' Porgy and Bess,The Gershwins' Porgy and Bess
12/7/2021 11:12:41,2012,Best Revival of a Play,Arthur Miller's Death of a Salesman,Arthur Miller's Death of a Salesman
12/7/2021 11:12:55,2012,Best Scenic Design of a Musical,Bob Crowley,Once
12/7/2021 11:13:24,2012,Best Scenic Design of a Play,Donyale Werle,Peter and the Starcatcher
12/7/2021 11:13:40,2012,Best Sound Design of a Musical,Clive Goodwin,Once
12/7/2021 11:13:57,2012,Best Sound Design of a Play,Darron L West,Peter and the Starcatcher
12/8/2021 9:20:13,2013,Best Performance by an Actor in a Leading Role in a Musical,Billy Porter,Kinky Boots
12/8/2021 9:20:37,2013,Best Performance by an Actor in a Leading Role in a Play,Tracy Letts,Who's Afraid of Virginia Woolf?
12/8/2021 9:20:58,2013,Best Performance by an Actress in a Leading Role in a Musical,Patina Miller,Pippin
12/8/2021 9:21:41,2013,Best Performance by an Actress in a Leading Role in a Play,Cicely Tyson,The Trip to Bountiful
12/8/2021 9:24:06,2013,Best Performance by an Actor in a Featured Role in a Musical,Gabriel Ebert,Matilda The Musical
12/8/2021 9:24:26,2013,Best Performance by an Actor in a Featured Role in a Play,Courtney B. Vance,Lucky Guy
12/8/2021 9:24:42,2013,Best Performance by an Actress in a Featured Role in a Musical,Andrea Martin,Pippin
12/8/2021 9:26:05,2013,Best Performance by an Actress in a Featured Role in a Play,Judith Light,The Assembled Parties
12/8/2021 9:26:22,2013,Best Book of a Musical,Dennis Kelly,Matilda The Musical
12/8/2021 9:26:39,2013,Best Choreography,Jerry Mitchell,Kinky Boots
12/8/2021 9:26:59,2013,Best Costume Design of a Musical,William Ivey Long,Rodgers + Hammerstein's Cinderella
12/8/2021 9:27:20,2013,Best Costume Design of a Play,Ann Roth,The Nance
12/8/2021 9:27:35,2013,Best Direction of a Musical,Diane Paulus,Pippin
12/8/2021 9:27:55,2013,Best Direction of a Play,Pam MacKinnon,Who's Afraid of Virginia Woolf?
12/8/2021 9:28:14,2013,Best Lighting Design of a Musical,Hugh Vanstone,Matilda The Musical
12/8/2021 9:28:35,2013,Best Lighting Design of a Play,Jules Fisher,Lucky Guy
12/8/2021 9:28:35,2013,Best Lighting Design of a Play,Peggy Eisenhauer,Lucky Guy
12/8/2021 9:28:49,2013,Best Musical,Kinky Boots,Kinky Boots
12/8/2021 9:29:04,2013,Best Orchestrations,Stephen Oremus,Kinky Boots
12/8/2021 9:29:20,2013,Best Original Score,Cyndi Lauper,Kinky Boots
12/8/2021 9:29:50,2013,Best Play,Vayna and Sonia and Masha and Spike,Vayna and Sonia and Masha and Spike
12/8/2021 9:30:03,2013,Best Revival of a Musical,Pippin,Pippin
12/8/2021 9:30:18,2013,Best Revival of a Play,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?
12/8/2021 9:30:36,2013,Best Scenic Design of a Musical,Rob Howell,Matilda The Musical
12/8/2021 9:30:52,2013,Best Scenic Design of a Play,John Lee Beatty,The Nance
12/8/2021 9:31:30,2013,Best Sound Design of a Musical,John Shivers,Kinky Boots
12/8/2021 9:31:48,2013,Best Sound Design of a Play,Leon Rothenberg,The Nance
12/8/2021 9:32:54,2014,Best Performance by an Actor in a Leading Role in a Musical,Neil Patrick Harris,Hedwig and the Angry Inch
12/8/2021 9:37:20,2014,Best Performance by an Actor in a Leading Role in a Play,Bryan Cranston,All The Way
12/8/2021 9:37:39,2014,Best Performance by an Actress in a Leading Role in a Musical,Jessie Mueller,Beautiful - The Carole King Musical
12/8/2021 9:38:12,2014,Best Performance by an Actress in a Leading Role in a Play,Audra McDonald,Lady Day at Emerson's Bar & Grill
12/8/2021 9:38:30,2014,Best Performance by an Actor in a Featured Role in a Musical,James Monroe Iglehart,Aladdin
12/8/2021 9:38:49,2014,Best Performance by an Actor in a Featured Role in a Play,Mark Rylance,Twelfth Night
12/8/2021 9:39:07,2014,Best Performance by an Actress in a Featured Role in a Musical,Lena Hall,Hedwig and the Angry Inch
12/8/2021 9:40:08,2014,Best Performance by an Actress in a Featured Role in a Play,Sophie Okonedo,A Raisin in the Sun
12/8/2021 9:40:31,2014,Best Book of a Musical,Robert L. Freedman,A Gentleman's Guide to Love & Murder
12/8/2021 9:40:48,2014,Best Choreography,Warren Carlyle,After Midnight
12/8/2021 9:41:10,2014,Best Costume Design of a Musical,Linda Cho,A Gentleman's Guide to Love & Murder
12/8/2021 9:41:32,2014,Best Costume Design of a Play,Jenny Tiramani,Twelfth Night
12/8/2021 9:41:53,2014,Best Direction of a Musical,Darko Tresnjak,A Gentleman's Guide to Love & Murder
12/8/2021 9:42:10,2014,Best Direction of a Play,Kenny Leon,A Raisin in the Sun
12/8/2021 9:42:34,2014,Best Lighting Design of a Musical,Kevin Adams,Hedwig and the Angry Inch
12/8/2021 9:42:56,2014,Best Lighting Design of a Play,Natasha Katz,The Glass Menagerie
12/8/2021 9:43:15,2014,Best Musical,A Gentleman's Guide to Love & Murder,A Gentleman's Guide to Love & Murder
12/8/2021 9:43:34,2014,Best Orchestrations,Jason Robert Brown,The Bridges of Madison County
12/8/2021 9:44:07,2014,Best Original Score,Jason Robert Brown,The Bridges of Madison County
12/8/2021 9:44:20,2014,Best Play,All The Way,All The Way
12/8/2021 9:44:41,2014,Best Revival of a Musical,Hedwig and the Angry Inch,Hedwig and the Angry Inch
12/8/2021 9:44:52,2014,Best Revival of a Play,A Raisin in the Sun,A Raisin in the Sun
12/8/2021 9:45:33,2014,Best Scenic Design of a Musical,Christopher Barreca,Rocky
12/8/2021 9:45:53,2014,Best Scenic Design of a Play,Beowulf Boritt,Act One
12/8/2021 9:46:15,2014,Best Sound Design of a Musical,Brian Ronan,Beautiful - The Carole King Musical
12/8/2021 9:46:38,2014,Best Sound Design of a Play,Steve Canyon Kennedy,Lady Day at Emerson's Bar & Grill
12/8/2021 9:47:27,2015,Best Performance by an Actor in a Leading Role in a Musical,Michael Cerveris,Fun Home
12/8/2021 9:47:55,2015,Best Performance by an Actor in a Leading Role in a Play,Alex Sharp,The Curious Incident of the Dog in the Night-Time
12/8/2021 9:48:12,2015,Best Performance by an Actress in a Leading Role in a Musical,Kelli O'Hara,The King and I
12/8/2021 9:48:24,2015,Best Performance by an Actress in a Leading Role in a Play,Helen Mirren,The Audience
12/8/2021 9:48:42,2015,Best Performance by an Actor in a Featured Role in a Musical,Christian  Borle,Something Rotten!
12/8/2021 9:49:02,2015,Best Performance by an Actor in a Featured Role in a Play,Richard McCabe,The Audience
12/8/2021 9:49:17,2015,Best Performance by an Actress in a Featured Role in a Musical,Ruthie Ann Miles,The King and I
12/8/2021 9:49:54,2015,Best Performance by an Actress in a Featured Role in a Play,Annaleigh Ashford,You Can't Take It With You
12/8/2021 9:50:31,2015,Best Book of a Musical,Lisa Kron,Fun Home
12/8/2021 9:50:50,2015,Best Choreography,Christopher Wheeldon,An American in Paris
12/8/2021 9:51:15,2015,Best Costume Design of a Musical,Catherine Zuber,The King and I
12/8/2021 9:51:35,2015,Best Costume Design of a Play,Christopher Oram,Wolf Hall Parts One & Two
12/8/2021 9:51:48,2015,Best Direction of a Musical,Sam Gold,Fun Home
12/8/2021 9:52:11,2015,Best Direction of a Play,Marianne Elliott,The Curious Incident of the Dog in the Night-Time
12/8/2021 9:52:33,2015,Best Lighting Design of a Musical,Natasha Katz,An American in Paris
12/8/2021 9:52:46,2015,Best Lighting Design of a Play,Paule Constable,The Curious Incident of the Dog in the Night-Time
12/8/2021 9:52:57,2015,Best Musical,Fun Home,Fun Home
